,loss,accuracy,val_loss,val_accuracy
0,1.3535972833633423,0.4756849706172943,1.0059384107589722,0.6474469304084778
1,0.8955649137496948,0.6764452457427979,0.8190802335739136,0.7122777104377747
2,0.7713459134101868,0.7195524573326111,0.7806899547576904,0.7217441201210022
3,0.684167206287384,0.7496055364608765,0.7624645233154297,0.7226046919822693
4,0.6098724603652954,0.7772916555404663,0.7421697378158569,0.7326448559761047
5,0.5360137224197388,0.802754282951355,0.7711148858070374,0.7194492220878601
6,0.47491487860679626,0.8300100564956665,0.7687317132949829,0.7280550599098206
7,0.4121245741844177,0.8541098833084106,0.7985555529594421,0.7217441201210022
8,0.34668388962745667,0.8823698163032532,0.7964543104171753,0.7343660593032837
9,0.29161199927330017,0.8991536498069763,0.8072009086608887,0.7446930408477783
